State Code,County Code,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Local Site Name,Address,State Name,County Name,City Name,Date of Last Change
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/13/2020,Parts per billion,24,100,9.05,22.1,12,21,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/14/2020,Parts per billion,24,100,5.416667,17.9,2,16,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/15/2020,Parts per billion,24,100,6.008333,12.7,6,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/16/2020,Parts per billion,24,100,9.841667,25.2,21,24,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/17/2020,Parts per billion,24,100,16.6875,35,20,33,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/18/2020,Parts per billion,23,96,13.047826,32.4,23,30,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/19/2020,Parts per billion,24,100,7.470833,22,20,21,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/20/2020,Parts per billion,24,100,11.820833,35,6,33,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/21/2020,Parts per billion,24,100,12.470833,40.1,19,38,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/22/2020,Parts per billion,24,100,23.704167,39.5,0,37,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/23/2020,Parts per billion,24,100,22.6875,36.8,23,34,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/24/2020,Parts per billion,24,100,19.0125,36.4,0,34,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/25/2020,Parts per billion,20,83,7.925,11.2,3,10,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/26/2020,Parts per billion,23,96,5,12.2,4,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/27/2020,Parts per billion,24,100,3.729167,8.1,23,8,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/28/2020,Parts per billion,23,96,9.321739,21.3,8,20,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/29/2020,Parts per billion,24,100,6.041667,21.8,23,20,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/1/2020,Parts per billion,24,100,10.079167,26.8,7,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/2/2020,Parts per billion,24,100,15.625,32,2,30,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/3/2020,Parts per billion,23,96,15.204348,32.6,5,30,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/4/2020,Parts per billion,24,100,9.2125,30.4,22,28,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/5/2020,Parts per billion,24,100,9.575,26.6,20,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/6/2020,Parts per billion,24,100,12.645833,31.1,6,29,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/7/2020,Parts per billion,24,100,8.579167,36.8,21,34,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/8/2020,Parts per billion,2,8,33.4,33.5,0,31,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/11/2020,Parts per billion,15,63,11.666667,27.2,23,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/12/2020,Parts per billion,24,100,9.420833,27.1,0,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/13/2020,Parts per billion,18,75,3.25,7,5,7,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/14/2020,Parts per billion,24,100,4.5,12.2,6,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/15/2020,Parts per billion,24,100,7.154167,28.8,21,26,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/16/2020,Parts per billion,24,100,4.145833,12.6,6,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/17/2020,Parts per billion,23,96,5.026087,9.3,6,8,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/18/2020,Parts per billion,24,100,6.1,24.2,6,23,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/19/2020,Parts per billion,24,100,8.125,20.8,10,19,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/20/2020,Parts per billion,24,100,7.279167,19.4,9,18,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/21/2020,Parts per billion,24,100,2.304167,3.5,0,3,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/22/2020,Parts per billion,24,100,2.791667,5.7,5,5,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/23/2020,Parts per billion,24,100,5.0875,11.2,23,10,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/24/2020,Parts per billion,23,96,10.565217,22.8,6,21,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/25/2020,Parts per billion,24,100,5.5375,16.3,23,15,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/26/2020,Parts per billion,24,100,11.520833,24.3,1,23,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/27/2020,Parts per billion,24,100,11.995833,24.3,6,23,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/28/2020,Parts per billion,24,100,6.491667,24.5,0,23,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/29/2020,Parts per billion,24,100,3.875,6.8,9,6,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/30/2020,Parts per billion,24,100,4.479167,13.9,6,12,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/31/2020,Parts per billion,23,96,3.913043,12.6,5,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/1/2020,Parts per billion,24,100,5.816667,16.1,19,15,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/2/2020,Parts per billion,24,100,3.691667,11.2,6,10,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/3/2020,Parts per billion,24,100,2.575,4.5,5,4,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/4/2020,Parts per billion,24,100,3.341667,6.2,20,6,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/5/2020,Parts per billion,24,100,5.108333,12.8,6,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/6/2020,Parts per billion,24,100,9.379167,24.8,23,23,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/7/2020,Parts per billion,23,96,14.208696,31.7,0,29,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/8/2020,Parts per billion,24,100,8,19.7,20,18,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/9/2020,Parts per billion,24,100,4.933333,13.4,10,12,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/10/2020,Parts per billion,22,92,2.986364,4.8,4,4,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/11/2020,Parts per billion,24,100,9.575,30.4,21,28,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/12/2020,Parts per billion,24,100,7.145833,24.7,0,23,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/13/2020,Parts per billion,24,100,2.9,6.9,14,6,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/14/2020,Parts per billion,23,96,4.06087,7.8,16,7,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/15/2020,Parts per billion,24,100,4.195833,9.5,5,8,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/16/2020,Parts per billion,24,100,6.841667,23.3,23,22,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/17/2020,Parts per billion,24,100,13.575,30.4,7,28,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/18/2020,Parts per billion,24,100,11.316667,27.3,23,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/19/2020,Parts per billion,24,100,11.279167,28.2,6,26,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/20/2020,Parts per billion,24,100,7.054167,19.5,2,18,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/21/2020,Parts per billion,23,96,6.904348,14.9,9,13,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/22/2020,Parts per billion,24,100,6.3625,26.8,23,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/23/2020,Parts per billion,24,100,8.904167,26.9,5,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/24/2020,Parts per billion,24,100,5.7125,7.6,21,7,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/25/2020,Parts per billion,24,100,5.791667,15.2,3,14,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/26/2020,Parts per billion,24,100,3.204167,4.3,20,4,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/27/2020,Parts per billion,24,100,4.141667,9.6,23,8,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/28/2020,Parts per billion,23,96,9.695652,27.3,5,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/29/2020,Parts per billion,23,96,2.8,5,6,5,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/30/2020,Parts per billion,24,100,4.016667,13.9,15,12,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/1/2020,Parts per billion,23,96,4.456522,10.6,7,9,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/2/2020,Parts per billion,24,100,3.795833,9.2,20,8,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/3/2020,Parts per billion,24,100,5.55,12.5,9,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/4/2020,Parts per billion,24,100,3.6,11.7,3,10,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/5/2020,Parts per billion,22,92,5.327273,9.5,6,8,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/6/2020,Parts per billion,22,92,3.722727,5.9,17,5,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/7/2020,Parts per billion,24,100,5.8375,14.3,21,13,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/8/2020,Parts per billion,24,100,12.3,31,4,29,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/9/2020,Parts per billion,24,100,3.770833,17.9,23,16,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/10/2020,Parts per billion,24,100,5.725,15.4,0,14,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/11/2020,Parts per billion,22,92,5.218182,23.6,4,22,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/12/2020,Parts per billion,23,96,5.243478,13.7,23,12,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/13/2020,Parts per billion,24,100,10.029167,27.4,4,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/14/2020,Parts per billion,20,83,9.08,21.5,3,20,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/15/2020,Parts per billion,24,100,8.145833,19.2,6,18,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/16/2020,Parts per billion,24,100,4.079167,12,20,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/17/2020,Parts per billion,24,100,2.275,6.5,2,6,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/18/2020,Parts per billion,24,100,2.1875,3.4,5,3,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/19/2020,Parts per billion,23,96,2.482609,6.4,5,6,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/20/2020,Parts per billion,24,100,1.545833,2.3,5,2,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/21/2020,Parts per billion,24,100,2.725,5.9,6,5,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/22/2020,Parts per billion,24,100,3.591667,5.1,19,5,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/23/2020,Parts per billion,24,100,4.395833,10.9,19,9,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/24/2020,Parts per billion,24,100,2.170833,4.1,20,4,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/25/2020,Parts per billion,24,100,2.745833,8.1,21,8,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/26/2020,Parts per billion,23,96,4.830435,12.4,3,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/27/2020,Parts per billion,24,100,2.983333,7.8,22,7,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/28/2020,Parts per billion,24,100,2.995833,12.6,20,11,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/29/2020,Parts per billion,24,100,4.0375,7.1,3,7,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/30/2020,Parts per billion,24,100,3.470833,13,20,12,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,5/31/2020,Parts per billion,24,100,2.629167,10.4,21,9,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/1/2020,Parts per billion,24,100,6.3875,19.3,23,18,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/2/2020,Parts per billion,23,96,11.63913,23.6,1,22,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/3/2020,Parts per billion,24,100,7.729167,18.5,6,17,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/4/2020,Parts per billion,24,100,5.541667,15,6,14,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/5/2020,Parts per billion,24,100,7.05,21.5,22,20,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/6/2020,Parts per billion,24,100,6.25,16.4,3,15,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/7/2020,Parts per billion,24,100,4.058333,18.7,21,17,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/8/2020,Parts per billion,24,100,5.170833,18.3,23,17,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
24,5,39.310833,-76.474444,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,6/9/2020,Parts per billion,23,96,10.969565,27.5,2,25,Essex,600 Dorsey Avenue,Maryland,Baltimore,Essex,2/8/2021
